,Dataset,Backprop,Model,Num_layers,Batchsize,LearningRate,TotalEpochs,Num_parameters,Optimizer,Best_train,Best_test,Best_test_at,Avg_time,Initialization,AvgGenError,ModelType,ID,Efficiency
152,Fashion,backprop,kan,3layers,4096,0.005,98,525652,SGDM,0.60857284,0.59851074,49,8.392173357009888,kaiming_uniform,0.00465052932,kan_3layers,0,0.000908734771909598
153,Fashion,backprop,kan,3layers,4096,0.005,98,525652,SGDM,0.54185265,0.53723145,49,8.38757483959198,orthogonal_,0.002969446600000005,kan_3layers,0,0.0008156927963872671
154,Fashion,backprop,kan,3layers,4096,0.005,98,525652,SGD,0.8994664,0.7803955,48,8.36153558731079,kaiming_normal,0.1193551136,kan_3layers,0,0.0012090767751298367
155,Fashion,backprop,kan,3layers,4096,0.005,98,525652,SGD,0.79106796,0.7038574,2,8.419804682731629,kaiming_uniform,0.0872318014,kan_3layers,0,0.01781142345209162
156,Fashion,backprop,kan,3layers,4096,0.005,98,525652,SGD,0.4978725,0.47509766,42,8.409883332252502,orthogonal_,0.022528949800000003,kan_3layers,0,0.0008387830358051171
157,Fashion,backprop,kan,4layers,4096,0.0005,98,1109588,Adam,1.0,0.8861084,3,8.362055616378784,kaiming_normal,0.11536619979999997,kan_4layers,0,0.01591487454784563
158,Fashion,backprop,kan,4layers,4096,0.0005,98,1109588,Adam,0.7958287,0.7269287,14,8.397287726402283,kaiming_uniform,0.07071986159999998,kan_4layers,0,0.0034815842894551836
159,Fashion,backprop,kan,4layers,4096,0.0005,98,1109588,Adam,0.9998256,0.8840332,1,8.460117440223694,orthogonal_,0.11730223860000003,kan_4layers,0,0.03175520618951479
160,Fashion,backprop,kan,4layers,4096,0.0005,98,1109588,SGDM,0.99998254,0.88586426,49,8.656995353698731,kaiming_normal,0.11433386039999995,kan_4layers,0,0.0012728391753713294
161,Fashion,backprop,kan,4layers,4096,0.0005,98,1109588,SGDM,0.7950963,0.723999,6,8.410957579612733,kaiming_uniform,0.07072195100000002,kan_4layers,0,0.007430469975886011
162,Fashion,backprop,kan,4layers,4096,0.0005,98,1109588,SGDM,0.9998082,0.8826904,21,8.454596343040466,orthogonal_,0.1175205824,kan_4layers,0,0.002882451972649617
163,Fashion,backprop,kan,4layers,4096,0.0005,98,1109588,SGD,1.0,0.8840332,38,8.407778353691102,kaiming_normal,0.1160431608,kan_4layers,0,0.0016284721122828097
164,Fashion,backprop,kan,4layers,4096,0.0005,98,1109588,SGD,0.7956543,0.7252197,41,8.382828965187073,kaiming_uniform,0.07005337439999995,kan_4layers,0,0.0012404996891733876
165,Fashion,backprop,kan,4layers,4096,0.0005,98,1109588,SGD,0.99984306,0.8828125,43,8.580166578292847,orthogonal_,0.11713588560000002,kan_4layers,0,0.0014414253469306679
166,Fashion,backprop,kan,4layers,4096,0.005,98,1109588,Adam,0.99996513,0.88635254,43,8.449176664352416,kaiming_normal,0.08351109979999999,kan_4layers,0,0.0014472054003226945
167,Fashion,backprop,kan,4layers,4096,0.005,98,1109588,Adam,0.7943987,0.7344971,9,9.436132612228393,kaiming_uniform,0.05137451519999999,kan_4layers,0,0.005276749075962456
168,Fashion,backprop,kan,4layers,4096,0.005,98,1109588,Adam,0.99872696,0.8847656,12,8.430943331718446,orthogonal_,0.0845643812,kan_4layers,0,0.004889463785434193
169,Fashion,backprop,kan,4layers,4096,0.005,98,1109588,SGDM,0.76208496,0.7512207,49,8.599601430892944,kaiming_normal,0.007110424500000003,kan_4layers,0,0.001079378838818797
170,Fashion,backprop,kan,4layers,4096,0.005,98,1109588,SGDM,0.6750837,0.6665039,49,9.243324022293091,kaiming_uniform,0.006833496200000001,kan_4layers,0,0.0009576549283721809
171,Fashion,backprop,kan,4layers,4096,0.005,98,1109588,SGDM,0.7271554,0.71069336,49,8.698067278862,orthogonal_,0.008428079,kan_4layers,0,0.001021147811386227
172,Fashion,backprop,kan,4layers,4096,0.005,98,1109588,SGD,0.99998254,0.88549805,46,8.395730776786804,kaiming_normal,0.11472935599999995,kan_4layers,0,0.0013535244603051578
173,Fashion,backprop,kan,4layers,4096,0.005,98,1109588,SGD,0.79504395,0.72509766,7,8.541640315055847,kaiming_uniform,0.06976562359999999,kan_4layers,0,0.006511527423640507
174,Fashion,backprop,kan,4layers,4096,0.005,98,1109588,SGD,0.9997907,0.8820801,34,8.510240144729615,orthogonal_,0.11851109100000003,kan_4layers,0,0.001810574240952413
175,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,Adam,0.9997384,0.89868164,45,8.399753489494323,kaiming_normal,0.10346749579999999,mlpWide_2layers,0,0.0015692998652094036
176,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,Adam,0.9999128,0.89819336,14,8.379549417495728,kaiming_uniform,0.10396867620000001,mlpWide_2layers,0,0.004809904804099418
177,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,Adam,0.9930943,0.89868164,11,9.80864315032959,orthogonal_,0.09276646239999999,mlpWide_2layers,0,0.006015649483302714
178,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,SGDM,0.9984828,0.89538574,34,9.948728523254395,kaiming_normal,0.1035682894,mlpWide_2layers,0,0.002054944178969013
179,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,SGDM,0.9994245,0.89575195,27,8.455108065605163,kaiming_uniform,0.1044060424,mlpWide_2layers,0,0.002569730805982909
180,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,SGDM,0.9814628,0.8977051,47,9.626260585784912,orthogonal_,0.08380371679999998,mlpWide_2layers,0,0.0015022781652057596
181,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,SGD,0.9997733,0.8959961,47,8.422039513587952,kaiming_normal,0.10437708180000003,mlpWide_2layers,0,0.00149941821333032
182,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,SGD,0.99994767,0.89501953,40,8.461844754219054,kaiming_uniform,0.1054565378,mlpWide_2layers,0,0.0017535031697636459
183,Fashion,backprop,mlpWide,2layers,4096,0.0005,98,255050,SGD,0.99468124,0.8977051,35,10.20588508605957,orthogonal_,0.0970804288,mlpWide_2layers,0,0.0020030375536076797
184,Fashion,backprop,mlpWide,2layers,4096,0.005,98,255050,Adam,0.99269325,0.8942871,10,9.640295009613038,kaiming_normal,0.09749581140000002,mlpWide_2layers,0,0.006530436049984933
185,Fashion,backprop,mlpWide,2layers,4096,0.005,98,255050,Adam,0.9964251,0.8959961,21,8.40600155353546,kaiming_uniform,0.10198312,mlpWide_2layers,0,0.0032714579199934254
186,Fashion,backprop,mlpWide,2layers,4096,0.005,98,255050,Adam,0.96353585,0.8922119,36,10.10108504295349,orthogonal_,0.0546913372,mlpWide_2layers,0,0.0019369757664721738
187,Fashion,backprop,mlpWide,2layers,4096,0.005,98,255050,SGDM,0.99965125,0.8968506,9,9.644950318336488,kaiming_normal,0.10367989000000001,mlpWide_2layers,0,0.0072040713084865916
188,Fashion,backprop,mlpWide,2layers,4096,0.005,98,255050,SGDM,0.99994767,0.897583,26,8.509961128234863,kaiming_uniform,0.10317523359999996,mlpWide_2layers,0,0.002670353484650051
189,Fashion,backprop,mlpWide,2layers,4096,0.005,98,255050,SGDM,0.91571915,0.88098145,49,9.584078636169433,orthogonal_,0.023838238799999995,mlpWide_2layers,0,0.0014153200515791403
190,Fashion,backprop,mlpWide,2layers,4096,0.005,98,255050,SGD,0.9981166,0.8951416,14,10.16061397075653,kaiming_normal,0.10264439419999999,mlpWide_2layers,0,0.004793562359656321
191,Fashion,backprop,mlpWide,2layers,4096,0.005,98,255050,SGD,0.9991455,0.8951416,47,8.6921444272995,kaiming_uniform,0.10453473879999997,mlpWide_2layers,0,0.0014979882373926002
192,Fashion,backprop,mlpWide,2layers,4096,0.005,98,255050,SGD,0.980399,0.89733887,42,9.828973255157472,orthogonal_,0.08222377460000001,mlpWide_2layers,0,0.001676277535342883
193,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,Adam,0.99986047,0.8977051,35,8.439711694717408,kaiming_normal,0.10389857300000002,mlpWide_3layers,0,0.0020030375536076797
194,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,Adam,0.99993026,0.8983154,28,8.415806927680968,kaiming_uniform,0.10371128480000001,mlpWide_3layers,0,0.0024882198305598907
195,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,Adam,0.99836075,0.89941406,1,9.94842260837555,orthogonal_,0.10060023300000001,mlpWide_3layers,0,0.03612331320342227
196,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,SGDM,0.9993548,0.8937988,28,8.397917103767394,kaiming_normal,0.10606723959999996,mlpWide_3layers,0,0.0024757094208678085
197,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,SGDM,0.9994594,0.8947754,6,8.677311072349548,kaiming_uniform,0.1050666274,mlpWide_3layers,0,0.010267717127786012
198,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,SGDM,0.99461144,0.8970947,49,9.865367002487183,orthogonal_,0.09802350340000002,mlpWide_3layers,0,0.001441206414817671
199,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,SGD,0.99986047,0.895874,0,8.425664682388305,kaiming_normal,0.10453961060000001,mlpWide_3layers,0,0.07196226639553027
200,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,SGD,0.99994767,0.89733887,38,8.425981631278992,kaiming_uniform,0.10330601499999997,mlpWide_3layers,0,0.0018482034364036915
201,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,SGD,0.99870956,0.8977051,41,9.944123163223267,orthogonal_,0.10218365820000001,mlpWide_3layers,0,0.0017168893316637254
202,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,Adam,0.99375695,0.8939209,29,8.468908905982971,kaiming_normal,0.0998468944,mlpWide_3layers,0,0.002393512701649718
203,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,Adam,0.995745,0.89501953,21,8.431975502967834,kaiming_uniform,0.10367571359999998,mlpWide_3layers,0,0.003267892270923158
204,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,Adam,0.9834333,0.89416504,9,10.76260880947113,orthogonal_,0.08632673540000001,mlpWide_3layers,0,0.007182499191856219
205,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,SGDM,0.9998779,0.89697266,21,8.517990589141846,kaiming_normal,0.10369977040000004,mlpWide_3layers,0,0.003275023532551727
206,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,SGDM,0.99994767,0.89501953,1,8.432458057403565,kaiming_uniform,0.10567663219999998,mlpWide_3layers,0,0.03594681498015474
207,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,SGDM,0.9952741,0.89733887,0,11.380743365287781,orthogonal_,0.09835589280000002,mlpWide_3layers,0,0.07207993401974397
208,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,SGD,0.99912804,0.8946533,11,8.42225501537323,kaiming_normal,0.10478691020000001,mlpWide_3layers,0,0.005988684337514749
209,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,SGD,0.9990583,0.8944092,43,8.432428526878358,kaiming_uniform,0.10463065079999997,mlpWide_3layers,0,0.0016328319180490762
210,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,SGD,0.9939837,0.89660645,21,10.406428518295288,orthogonal_,0.09732701500000002,mlpWide_3layers,0,0.0032736864278423636
211,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,Adam,0.9998779,0.8983154,29,8.428479013442994,kaiming_normal,0.10364362700000003,mlpWide_4layers,0,0.0024052791695412276
212,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,Adam,0.99994767,0.8985596,6,8.669246068000794,kaiming_uniform,0.1036635044,mlpWide_4layers,0,0.010311141539269573
213,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,Adam,0.9993722,0.8967285,19,9.504295563697815,orthogonal_,0.10387730060000001,mlpWide_4layers,0,0.003601545262027041
214,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,SGDM,0.9993722,0.89575195,32,8.469988536834716,kaiming_normal,0.10430245240000001,mlpWide_4layers,0,0.002180377653561256
215,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,SGDM,0.99947685,0.8930664,41,9.017723698616027,kaiming_uniform,0.10707833660000002,mlpWide_4layers,0,0.0017080176715352617
216,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,SGDM,0.9973319,0.89538574,3,9.661023969650268,orthogonal_,0.10234165740000002,mlpWide_4layers,0,0.01798076156597887
217,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,SGD,0.99993026,0.8967285,46,8.399869170188904,kaiming_normal,0.10386892680000004,mlpWide_4layers,0,0.0015325724519264007
218,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,SGD,0.99994767,0.8977051,42,8.68844892501831,kaiming_uniform,0.10275740719999998,mlpWide_4layers,0,0.0016769616727878246
219,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,SGD,0.9995466,0.8964844,27,9.573490877151489,orthogonal_,0.10361468100000007,mlpWide_4layers,0,0.0025718320565901133
220,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,Adam,0.9948905,0.8963623,36,8.399213185310364,kaiming_normal,0.10161552,mlpWide_4layers,0,0.0019459862091945428
221,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,Adam,0.99712265,0.89404297,10,9.48050018310547,kaiming_uniform,0.10396206060000003,mlpWide_4layers,0,0.006528653316729714
222,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,Adam,0.9908622,0.89245605,35,9.8916055727005,orthogonal_,0.0957240506,mlpWide_4layers,0,0.0019913254175501203
223,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,SGDM,0.99994767,0.89624023,18,8.676501584053039,kaiming_normal,0.10441581139999999,mlpWide_4layers,0,0.0037890360160875137
224,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,SGDM,0.99994767,0.89746094,5,8.70371464252472,kaiming_uniform,0.10354458159999996,mlpWide_4layers,0,0.012014956575713215
225,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,SGDM,0.9989537,0.89746094,1,10.149469175338744,orthogonal_,0.10267648060000005,mlpWide_4layers,0,0.03604486972713965
226,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,SGD,0.99912804,0.8939209,45,8.650418691635132,kaiming_normal,0.1058471708,mlpWide_4layers,0,0.0015609865445541636
227,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,SGD,0.9992327,0.89331055,34,9.692189459800721,kaiming_uniform,0.10631591920000001,mlpWide_4layers,0,0.0020501815393375684
228,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,SGD,0.99666923,0.8959961,12,9.765152006149291,orthogonal_,0.0998147932,mlpWide_4layers,0,0.005536313403065797
229,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,Adam,0.943185,0.8748779,4,8.513400239944458,kaiming_normal,0.06708844840000001,mlp_2layers,0,0.01724403313217672
230,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,Adam,0.9363316,0.875,1,8.365835266113281,kaiming_uniform,0.060762066600000005,mlp_2layers,0,0.04311609937413732
231,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,Adam,0.93629676,0.8763428,20,8.392967405319213,orthogonal_,0.0599989506,mlp_2layers,0,0.004112596816392898
232,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,SGDM,0.93652344,0.8746338,16,9.080736246109009,kaiming_normal,0.06216587959999998,mlp_2layers,0,0.005070359373012349
233,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,SGDM,0.93057686,0.87609863,5,8.357880549430847,kaiming_uniform,0.05423514740000002,mlp_2layers,0,0.014390078321000217
234,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,SGDM,0.9304199,0.8765869,13,8.550636134147645,orthogonal_,0.05367536480000001,mlp_2layers,0,0.006170613533137466
235,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,SGD,0.9443534,0.87231445,11,8.40031144142151,kaiming_normal,0.0720975096,mlp_2layers,0,0.007163961240323037
236,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,SGD,0.9372907,0.87353516,1,8.598374977111817,kaiming_uniform,0.06442034060000003,mlp_2layers,0,0.04304391858898623
237,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,SGD,0.9378662,0.87390137,25,8.677588596343995,orthogonal_,0.0642501372,mlp_2layers,0,0.0033124587527133846
238,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,Adam,0.92518836,0.8746338,45,9.72977659702301,kaiming_normal,0.040286342800000007,mlp_2layers,0,0.0018738284639393465
239,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,Adam,0.9204625,0.8718262,48,8.359413776397705,kaiming_uniform,0.0375523194,mlp_2layers,0,0.0017534574962647942
240,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,Adam,0.91856164,0.87194824,30,8.347890286445617,orthogonal_,0.037458147399999996,mlp_2layers,0,0.0027719820803645454
241,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,SGDM,0.8714076,0.85375977,46,9.84699640750885,kaiming_normal,0.014259199000000009,mlp_2layers,0,0.001790190447900821
242,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,SGDM,0.8715995,0.85302734,48,8.34841826915741,kaiming_uniform,0.014894671000000009,mlp_2layers,0,0.00171564835266687
243,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,SGDM,0.8814697,0.8562012,48,8.598263010978698,orthogonal_,0.019557755599999994,mlp_2layers,0,0.0017220317678579885
244,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,SGD,0.9360003,0.8748779,1,10.134623870849609,kaiming_normal,0.061426480199999994,mlp_2layers,0,0.0431100828304418
245,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,SGD,0.9301409,0.87646484,5,8.362320141792297,kaiming_uniform,0.05321324400000003,mlp_2layers,0,0.014396093386429476
246,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,SGD,0.92953056,0.87646484,46,8.433926458358764,orthogonal_,0.052912596400000005,mlp_2layers,0,0.001837799155714401
247,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,Adam,0.98280555,0.88183594,9,8.318615727424621,kaiming_normal,0.09994838000000002,mlp_3layers,0,0.008108776182294785
248,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,Adam,0.9863281,0.8845215,2,8.433483142852783,kaiming_uniform,0.10201799439999998,mlp_3layers,0,0.02711156934674136
249,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,Adam,0.9841134,0.88134766,0,9.382517280578613,orthogonal_,0.1010836314,mlp_3layers,0,0.08104286284509159
250,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,SGDM,0.97405136,0.8823242,44,8.435182843208313,kaiming_normal,0.09190848319999997,mlp_3layers,0,0.0018029479769274947
251,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,SGDM,0.9774693,0.8845215,2,8.393720331192016,kaiming_uniform,0.09298444339999999,mlp_3layers,0,0.02711156934674136
252,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,SGDM,0.9757255,0.88305664,11,9.71189054965973,orthogonal_,0.09272949739999997,mlp_3layers,0,0.006766667438965706
253,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,SGD,0.98538643,0.87805176,48,8.401291995048522,kaiming_normal,0.10773925879999999,mlp_3layers,0,0.0016477508943883359
254,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,SGD,0.98845565,0.8796387,8,8.384364371299744,kaiming_uniform,0.109150745,mlp_3layers,0,0.008987302029073505
255,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,SGD,0.9859968,0.87768555,7,10.294461932182312,orthogonal_,0.1089236918,mlp_3layers,0,0.010088264948954533
256,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,Adam,0.95413643,0.87731934,34,8.37430091381073,kaiming_normal,0.056378001399999995,mlp_3layers,0,0.002304927010235545
257,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,Adam,0.9566302,0.8796387,21,8.333901801109313,kaiming_uniform,0.055556984600000005,mlp_3layers,0,0.0036766235573482517
258,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,Adam,0.9537179,0.8812256,29,10.030112404823303,orthogonal_,0.05391182679999999,mlp_3layers,0,0.002701054634005365
259,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,SGDM,0.89020646,0.8640137,47,8.342333450317383,kaiming_normal,0.017412458200000012,mlp_3layers,0,0.0016551864019193278
260,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,SGDM,0.88943917,0.8654785,49,8.353168325424194,kaiming_uniform,0.018300084799999998,mlp_3layers,0,0.0015916728109512562
261,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,SGDM,0.90262276,0.8708496,47,9.972470359802246,orthogonal_,0.022804827,mlp_3layers,0,0.0016682818988135093
262,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,SGD,0.97321427,0.8828125,10,8.339769062995911,kaiming_normal,0.090281461,mlp_3layers,0,0.007379778161696396
263,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,SGD,0.97657996,0.8852539,24,8.401453723907471,kaiming_uniform,0.0910595672,mlp_3layers,0,0.0032560821867176648
264,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,SGD,0.9749407,0.88342285,23,10.239485483169556,orthogonal_,0.0909479608,mlp_3layers,0,0.0033847368125408607
265,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,Adam,0.9998779,0.8886719,8,8.607371549606324,kaiming_normal,0.11315185960000002,mlp_4layers,0,0.008495608073725545
266,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,Adam,0.9998954,0.8885498,6,8.385022506713867,kaiming_uniform,0.11322021379999998,mlp_4layers,0,0.010921423899623209
267,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,Adam,0.99966866,0.8833008,8,9.730513043403626,orthogonal_,0.11891217599999998,mlp_4layers,0,0.00844426093365643
268,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,SGDM,0.99684364,0.8876953,47,8.360393514633179,kaiming_normal,0.10973214519999999,mlp_4layers,0,0.0015911759779582782
269,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,SGDM,0.99748886,0.8873291,30,8.501051526069642,kaiming_uniform,0.1105008398,mlp_4layers,0,0.002462739982174146
270,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,SGDM,0.9971052,0.88500977,10,9.749447827339173,orthogonal_,0.11234270499999999,mlp_4layers,0,0.0069223078665879125
271,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,SGD,0.99998254,0.8861084,49,8.392709956169128,kaiming_normal,0.11470180219999997,mlp_4layers,0,0.0015247982319486918
272,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,SGD,0.99994767,0.8864746,8,8.375151252746582,kaiming_uniform,0.11436454419999993,mlp_4layers,0,0.008474602121337046
273,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,SGD,1.0,0.88098145,16,9.84879068851471,orthogonal_,0.11966413060000003,mlp_4layers,0,0.0044587525745409225
274,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,Adam,0.9787423,0.88671875,23,8.386423864364623,kaiming_normal,0.06831751479999999,mlp_4layers,0,0.003178851063434023
275,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,Adam,0.96944755,0.8833008,31,8.639411797523499,kaiming_uniform,0.06561174980000001,mlp_4layers,0,0.002374948387590871
276,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,Adam,0.9746617,0.8824463,11,10.0601136302948,orthogonal_,0.0682366072,mlp_4layers,0,0.006327069003961897
277,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,SGDM,0.90311104,0.86865234,48,8.332941274642945,kaiming_normal,0.02330357720000001,mlp_4layers,0,0.001525265490632622
278,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,SGDM,0.9061279,0.8696289,49,8.345784487724304,kaiming_uniform,0.026009344999999993,mlp_4layers,0,0.0014964406264193926
279,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,SGDM,0.92424667,0.87683105,43,10.209718832969665,orthogonal_,0.029296179000000002,mlp_4layers,0,0.0017145840308303995
280,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,SGD,0.9964425,0.88842773,30,8.630126104354858,kaiming_normal,0.1074340772,mlp_4layers,0,0.00246578917781826
281,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,SGD,0.99675643,0.88635254,48,8.411677536964417,kaiming_uniform,0.10971470039999996,mlp_4layers,0,0.0015563452483148442
282,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,SGD,0.9965297,0.88513184,12,9.930568819046021,orthogonal_,0.1105800086,mlp_4layers,0,0.005858145332112572
283,MNIST,backprop,kan,2layers,4096,0.0005,98,254080,Adam,0.9989537,0.94873047,21,8.485628933906556,kaiming_normal,0.050536751199999994,kan_2layers,750,0.0034658853041510413
284,MNIST,backprop,kan,2layers,4096,0.0005,98,254080,Adam,0.9989537,0.95202637,13,8.417125821113586,kaiming_uniform,0.04757917300000001,kan_2layers,750,0.005465312014639624
285,MNIST,backprop,kan,2layers,4096,0.0005,98,254080,SGDM,0.9977853,0.9486084,4,8.996963000297546,kaiming_normal,0.04969377579999998,kan_2layers,750,0.015247933184857681
286,MNIST,backprop,kan,2layers,4096,0.0005,98,254080,SGDM,0.9989537,0.95129395,0,8.434251933097839,kaiming_uniform,0.04760358059999996,kan_2layers,750,0.07645550360274768
287,MNIST,backprop,kan,2layers,4096,0.0005,98,254080,SGD,0.99890137,0.9481201,0,8.445192294120789,kaiming_normal,0.050954911599999965,kan_2layers,750,0.07620042124875018
288,MNIST,backprop,kan,2layers,4096,0.0005,98,254080,SGD,0.9990409,0.9510498,0,8.458216667175293,kaiming_uniform,0.047881225200000085,kan_2layers,750,0.07643588126497856
298,MNIST,backprop,kan,2layers,4096,0.005,98,254080,Adam,0.9987444,0.94836426,17,8.408925395011902,kaiming_normal,0.050238898600000005,kan_2layers,750,0.004234446910567744
299,MNIST,backprop,kan,2layers,4096,0.005,98,254080,Adam,0.9989537,0.95214844,0,8.438960614204406,kaiming_uniform,0.048937984200000006,kan_2layers,750,0.07652417897198924
300,MNIST,backprop,kan,2layers,4096,0.005,98,254080,SGDM,0.98836845,0.9486084,38,8.491744871139526,kaiming_normal,0.03978098059999998,kan_2layers,750,0.001954863228827908
301,MNIST,backprop,kan,2layers,4096,0.005,98,254080,SGDM,0.996739,0.9506836,4,8.456280980110169,kaiming_uniform,0.0463211524,kan_2layers,750,0.015281289953515026
302,MNIST,backprop,kan,2layers,4096,0.005,98,254080,SGD,0.99720985,0.9486084,25,8.613483943939208,kaiming_normal,0.048066416799999984,kan_2layers,750,0.0029322948432418615
303,MNIST,backprop,kan,2layers,4096,0.005,98,254080,SGD,0.9989537,0.951416,14,8.432742767333984,kaiming_uniform,0.04760880819999997,kan_2layers,750,0.005097687517492133
307,MNIST,backprop,kan,2layers,4096,0.05,98,254080,Adam,0.9798235,0.94555664,26,8.847507214546203,kaiming_normal,0.023953688600000002,kan_2layers,750,0.002814607257212059
308,MNIST,backprop,kan,2layers,4096,0.05,98,254080,Adam,0.9906006,0.9515381,14,8.456625361442565,kaiming_uniform,0.0295364816,kan_2layers,750,0.005098341729367787
309,MNIST,backprop,kan,2layers,4096,0.05,98,254080,SGDM,0.8643799,0.86047363,49,8.321815314292907,kaiming_normal,0.000886931599999995,kan_2layers,750,0.0013831254728054222
